Activity,OptionName,OptionWeight,Agriculture output,Utilities output,Utilities Office Support,Construction of Buildings output,Construction of Buildings Office Support,Construction Non-Building (including mining) output,Construction Non-Building (including mining) Office Support,Manufacturing output,Manufacturing Office Support,Wholesale and Warehousing output,Transportation Activity output,Retail Activity output,Professional and Business Services output,Professional and Business Services (Building Maintenance) output,Private Education K-12 output,Private Education Post K-12 and Other output,Health Services output,Amusement Services (events tracks theme parks country clubs) output,Personal Services Office Based output,Personal Services Retail Based output,Restaurants and Bars Activity output,Private Households output,Hotels Activity output,Religious Activity output,State and Local Government Enterprises Activity output,Public Education K-12 output,Public Education Post K-12 and Other output,State and Local Non-Education Activity output,State and Local Non-Education Activity Office Support,Federal Military Activity output,Federal Non-Military Activity output,Owner-Occupied Dwellings Management and Maintenance,Scrap and Other,Adjustments,K-12 Instruction,Air Pollution,Water Pollution,Solid Waste,Payroll Tax Receipts,Other Tax Receipts,Other Property Income Receipts,Indirect Business Tax Receipts,Capital Investment Certificates,Investment Earnings Receipts,Government Support Receipts,Other Transfers and Adjustments Receipts,Management Business Science and Arts Labor,Services Labor,Work at Home Labor,Sales and Office Labor,Natural Resources Construction and Maintenance Labor,Production Transportation and Material Moving Labor,Military Labor,Agriculture and Mining Space,Light Industrial Space,Heavy Industry Space,Office Space,Retail Space,Depot Space,Hotel Space,Primary Schools,Secondary Schools,Post-Secondary Institution Space,College Dormitory Space,Health Care Space,Religious Space,Recreation Space,Active Park Space,Government Operations Space,Spaced Rural Residential Economy,Spaced Rural Residential Luxury,Single Family Detached Residential Economy,Single Family Detached Residential Luxury,Single Family Attached Residential Economy,Single Family Attached Residential Luxury,Multi-Family Residential Economy,Multi-Family Residential Luxury,Mobile Home Residential,Military Residential (Non GQ),Post K-12 and Other Instruction,ResUnitSF,ResUnitMF,ResUnitMH,Agriculture output:1,Utilities output:1,Utilities Office Support:1,Construction of Buildings output:1,Construction of Buildings Office Support:1,Construction Non-Building (including mining) output:1,Construction Non-Building (including mining) Office Support:1,Manufacturing output:1,Manufacturing Office Support:1,Wholesale and Warehousing output:1,Transportation Activity output:1,Retail Activity output:1,Professional and Business Services output:1,Professional and Business Services (Building Maintenance) output:1,Private Education K-12 output:1,Private Education Post K-12 and Other output:1,Health Services output:1,Amusement Services (events tracks theme parks country clubs) output:1,Personal Services Office Based output:1,Personal Services Retail Based output:1,Restaurants and Bars Activity output:1,Private Households output:1,Hotels Activity output:1,Religious Activity output:1,State and Local Government Enterprises Activity output:1,Public Education K-12 output:1,Public Education Post K-12 and Other output:1,State and Local Non-Education Activity output:1,State and Local Non-Education Activity Office Support:1,Federal Military Activity output:1,Federal Non-Military Activity output:1,Owner-Occupied Dwellings Management and Maintenance:1,Scrap and Other:1,Adjustments:1,K-12 Instruction:1,Air Pollution:1,Water Pollution:1,Solid Waste:1,Payroll Tax Receipts:1,Other Tax Receipts:1,Other Property Income Receipts:1,Indirect Business Tax Receipts:1,Capital Investment Certificates:1,Investment Earnings Receipts:1,Government Support Receipts:1,Other Transfers and Adjustments Receipts:1,Management Business Science and Arts Labor:1,Services Labor:1,Work at Home Labor:1,Sales and Office Labor:1,Natural Resources Construction and Maintenance Labor:1,Production Transportation and Material Moving Labor:1,Military Labor:1,Agriculture and Mining Space:1,Light Industrial Space:1,Heavy Industry Space:1,Office Space:1,Retail Space:1,Depot Space:1,Hotel Space:1,Primary Schools:1,Secondary Schools:1,Post-Secondary Institution Space:1,College Dormitory Space:1,Health Care Space:1,Religious Space:1,Recreation Space:1,Active Park Space:1,Government Operations Space:1,Spaced Rural Residential Economy:1,Spaced Rural Residential Luxury:1,Single Family Detached Residential Economy:1,Single Family Detached Residential Luxury:1,Single Family Attached Residential Economy:1,Single Family Attached Residential Luxury:1,Multi-Family Residential Economy:1,Multi-Family Residential Luxury:1,Mobile Home Residential:1,Military Residential (Non GQ):1,Post K-12 and Other Instruction:1,ResUnitSF:1,ResUnitMF:1,ResUnitMH:1
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | More Work at Home Labor | Less K-12 Instruction,3.834120589861058e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,159000,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | More Work at Home Labor | Less Post K-12 and Other Instruction,3.91246499478952e-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,159000,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | More Work at Home Labor | More K-12 Instruction,8.817554234106986e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,159000,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,-2,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | More Work at Home Labor | More Post K-12 and Other Instruction,2.1357783235073126e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,159000,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,-2,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | Unemployed Labor | Less K-12 Instruction,6.989598484733931e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | Unemployed Labor | Less Post K-12 and Other Instruction,7.20492183804677e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | Unemployed Labor | More K-12 Instruction,2.8241915331543867e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,-2,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | Less Spaced Rural Residential Luxury | Unemployed Labor | More Post K-12 and Other Instruction,1.6237737625052002e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1900,0,0,0,0,0,0,0,0,-2,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Management Business Science and Arts Labor | Less K-12 Instruction,5.184658482951257e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,159000,0,0,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Management Business Science and Arts Labor | Less Post K-12 and Other Instruction,5.290599069347601e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,159000,0,0,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Management Business Science and Arts Labor | More K-12 Instruction,1.22253684451489e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,159000,0,0,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,-2,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Management Business Science and Arts Labor | More Post K-12 and Other Instruction,4.814935174940423e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,159000,0,0,0,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,-2,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Military Labor | Less K-12 Instruction,9.370716396916789e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Military Labor | Less Post K-12 and Other Instruction,9.562192690544953e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Military Labor | More K-12 Instruction,1.9829362844837854e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,-2,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Military Labor | More Post K-12 and Other Instruction,7.809752081226831e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,-2,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Natural Resources Construction and Maintenance Labor | Less K-12 Instruction,6.144889550372077e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,159000,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Natural Resources Construction and Maintenance Labor | Less Post K-12 and Other Instruction,6.270450993704908e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,159000,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Natural Resources Construction and Maintenance Labor | More K-12 Instruction,2.9932482810839994e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,159000,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,-2,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Natural Resources Construction and Maintenance Labor | More Post K-12 and Other Instruction,1.1788844238588386e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,159000,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,-2,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Production Transportation and Material Moving Labor | Less K-12 Instruction,5.59173735510049e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,159000,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Production Transportation and Material Moving Labor | Less Post K-12 and Other Instruction,5.705995977210627e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,159000,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Production Transportation and Material Moving Labor | More K-12 Instruction,2.825471974495268e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,159000,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,-2,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Production Transportation and Material Moving Labor | More Post K-12 and Other Instruction,1.1128060848917841e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,0,0,159000,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,-2,-1,0,0
Households Military 3 or more people,Households Military 3 or more people | More Military Residential (Non GQ) | More Sales and Office Labor | Less K-12 Instruction,2.811551751785432e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,1180,0,0,0,0,0,0,9390,0,0,0,20000,3390,0,0,0,159000,0,0,40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-619,-2710,0,0,0,-1.68,0,-20900,0,-5830,-1970,-12400,-16600,-369,-614,-2440,-17300,-1850,-1840,-3270,-5090,-257,-1020,-716,-601,0,0,0,0,0,-102,-12500,-683,0,0,0,0,0,0,-19200,0,0,-9070,-924,0,-2980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1890,0,-1,0,0
