TAZ,Commodity,Quantity
10961,Single Family Detached Residential Economy,345.1666667
10967,Single Family Detached Residential Economy,345.1666667
10968,Single Family Detached Residential Economy,345.1666667
8814,Multi-Family Residential Economy,9776.833333
8815,Active Park Space,0
8815,Light Industrial Space,17458.83333
8815,Single Family Detached Residential Luxury,649
8815,Health Care Space,4882.333333
8815,Multi-Family Residential Economy,9776.833333
9654,Spaced Rural Residential Economy,366.6666667
9654,Active Park Space,0
9655,Single Family Detached Residential Economy,12978.4
9656,Single Family Detached Residential Economy,12978.4
9657,Single Family Detached Residential Economy,12978.4
9660,Spaced Rural Residential Economy,366.6666667
9660,Active Park Space,0
9661,Spaced Rural Residential Economy,366.6666667
9661,Active Park Space,0
9663,Single Family Detached Residential Economy,12978.4
9749,Active Park Space,150
9753,Active Park Space,150
11686,Single Family Attached Residential Economy,95.7
11686,Single Family Detached Residential Economy,526.4
11687,Single Family Attached Residential Economy,95.7
11687,Single Family Detached Residential Economy,526.4
11688,Single Family Attached Residential Economy,95.7
11688,Single Family Detached Residential Economy,526.4
11689,Single Family Attached Residential Economy,95.7
11689,Single Family Detached Residential Economy,526.4
11691,Single Family Attached Residential Economy,95.7
11691,Single Family Detached Residential Economy,526.4
11692,Single Family Attached Residential Economy,95.7
11692,Single Family Detached Residential Economy,526.4
11696,Single Family Attached Residential Economy,95.7
11696,Single Family Detached Residential Economy,526.4
11697,Single Family Attached Residential Economy,95.7
11697,Single Family Detached Residential Economy,526.4
11698,Single Family Attached Residential Economy,95.7
11698,Single Family Detached Residential Economy,526.4
11703,Single Family Attached Residential Economy,95.7
11703,Single Family Detached Residential Economy,526.4
11743,Single Family Detached Residential Luxury,221.25
11743,Single Family Detached Residential Economy,288.5
11743,Single Family Attached Residential Economy,3242.5
11743,Multi-Family Residential Economy,12588
11746,Single Family Detached Residential Luxury,221.25
11746,Single Family Detached Residential Economy,288.5
11746,Single Family Attached Residential Economy,3242.5
11746,Multi-Family Residential Economy,12588
11747,Single Family Detached Residential Luxury,221.25
11747,Single Family Detached Residential Economy,288.5
11747,Single Family Attached Residential Economy,3242.5
11747,Multi-Family Residential Economy,12588
12382,Active Park Space,0
12382,Primary Schools,2867.615385
12382,Single Family Detached Residential Economy,7130.153846
12384,Active Park Space,0
12384,Primary Schools,2867.615385
12384,Single Family Detached Residential Economy,7130.153846
12385,Active Park Space,0
12385,Primary Schools,2867.615385
12385,Single Family Detached Residential Economy,7130.153846
12386,Active Park Space,0
12386,Primary Schools,2867.615385
12386,Single Family Detached Residential Economy,7130.153846
12398,Single Family Detached Residential Economy,8687
12402,Single Family Detached Residential Economy,8687
12408,Single Family Detached Residential Economy,8687
12413,Single Family Detached Residential Economy,8687
12435,Active Park Space,0
12435,Primary Schools,2867.615385
12435,Single Family Detached Residential Economy,7130.153846
12436,Active Park Space,0
12436,Primary Schools,2867.615385
12436,Single Family Detached Residential Economy,7130.153846
12437,Active Park Space,0
12437,Primary Schools,2867.615385
12437,Single Family Detached Residential Economy,7130.153846
12439,Single Family Detached Residential Economy,353.5
12439,Multi-Family Residential Economy,15285.66667
12439,Single Family Attached Residential Economy,1356.5
12439,Single Family Detached Residential Luxury,162.5
12440,Single Family Detached Residential Economy,353.5
12440,Multi-Family Residential Economy,15285.66667
12440,Single Family Attached Residential Economy,1356.5
12440,Single Family Detached Residential Luxury,162.5
12441,Single Family Detached Residential Economy,353.5
12441,Multi-Family Residential Economy,15285.66667
12441,Single Family Attached Residential Economy,1356.5
12441,Single Family Detached Residential Luxury,162.5
12442,Single Family Detached Residential Economy,353.5
12442,Multi-Family Residential Economy,15285.66667
12442,Single Family Attached Residential Economy,1356.5
12442,Single Family Detached Residential Luxury,162.5
12443,Single Family Detached Residential Economy,353.5
12443,Multi-Family Residential Economy,15285.66667
12443,Single Family Attached Residential Economy,1356.5
12443,Single Family Detached Residential Luxury,162.5
12444,Single Family Detached Residential Economy,353.5
12444,Multi-Family Residential Economy,15285.66667
12444,Single Family Attached Residential Economy,1356.5
12444,Single Family Detached Residential Luxury,162.5
12935,Single Family Detached Residential Economy,263.8571429
12935,Single Family Attached Residential Economy,285.3571429
12936,Single Family Detached Residential Economy,263.8571429
12936,Single Family Attached Residential Economy,285.3571429
12940,Single Family Detached Residential Economy,263.8571429
12940,Single Family Attached Residential Economy,285.3571429
17339,Secondary Schools,6650.2
17339,Multi-Family Residential Economy,48578
17340,Single Family Detached Residential Economy,1225
17340,Single Family Attached Residential Economy,9911.4
17340,Single Family Detached Residential Luxury,17886.8
17340,Secondary Schools,6650.2
17340,Multi-Family Residential Economy,48578
17341,Single Family Detached Residential Economy,1225
17341,Single Family Attached Residential Economy,9911.4
17341,Single Family Detached Residential Luxury,17886.8
17341,Secondary Schools,6650.2
17341,Multi-Family Residential Economy,48578
17342,Single Family Detached Residential Economy,1225
17342,Single Family Attached Residential Economy,9911.4
17342,Single Family Detached Residential Luxury,17886.8
17342,Secondary Schools,6650.2
17342,Multi-Family Residential Economy,48578
17347,Single Family Detached Residential Luxury,212
17347,Single Family Attached Residential Economy,751.5
17347,Retail Space,0
17349,Single Family Detached Residential Luxury,212
17349,Single Family Attached Residential Economy,751.5
17349,Retail Space,0
17350,Single Family Detached Residential Luxury,212
17350,Single Family Attached Residential Economy,751.5
17350,Retail Space,0
17351,Single Family Detached Residential Luxury,212
17351,Single Family Attached Residential Economy,751.5
17351,Retail Space,0
17352,Retail Space,201.8
17352,Office Space,2358.4
17353,Retail Space,201.8
17353,Office Space,2358.4
17354,Retail Space,201.8
17354,Office Space,2358.4
17355,Retail Space,201.8
17355,Office Space,2358.4
17356,Retail Space,201.8
17356,Office Space,2358.4
17368,Single Family Attached Residential Economy,500.2
17368,Multi-Family Residential Economy,16402.6
17369,Single Family Attached Residential Economy,500.2
17369,Multi-Family Residential Economy,16402.6
17371,Single Family Attached Residential Economy,500.2
17371,Multi-Family Residential Economy,16402.6
17372,Single Family Attached Residential Economy,500.2
17372,Multi-Family Residential Economy,16402.6
17374,Single Family Attached Residential Economy,500.2
17374,Multi-Family Residential Economy,16402.6
17392,Single Family Detached Residential Economy,1008
17392,Light Industrial Space,0
17392,Single Family Detached Residential Luxury,11999
17392,Single Family Attached Residential Economy,26774.66667
17392,Multi-Family Residential Economy,56281.33333
17393,Single Family Detached Residential Economy,1008
17393,Light Industrial Space,0
17393,Single Family Detached Residential Luxury,11999
17393,Single Family Attached Residential Economy,26774.66667
17393,Multi-Family Residential Economy,56281.33333
17395,Single Family Detached Residential Economy,1008
17395,Light Industrial Space,0
17395,Single Family Detached Residential Luxury,11999
17395,Single Family Attached Residential Economy,26774.66667
17395,Multi-Family Residential Economy,56281.33333
17414,Single Family Detached Residential Luxury,3790.5
17414,Single Family Attached Residential Economy,5703
17414,Multi-Family Residential Economy,24626
17416,Single Family Detached Residential Luxury,3790.5
17416,Single Family Attached Residential Economy,5703
17416,Multi-Family Residential Economy,24626
17420,Single Family Attached Residential Economy,2365
17420,Single Family Detached Residential Luxury,7401.5
17420,Multi-Family Residential Economy,11449.5
17423,Single Family Attached Residential Economy,2365
17423,Single Family Detached Residential Luxury,7401.5
17423,Multi-Family Residential Economy,11449.5
18354,Single Family Attached Residential Economy,957.3333333
18354,Multi-Family Residential Economy,5571.666667
18367,Single Family Attached Residential Economy,957.3333333
18367,Multi-Family Residential Economy,5571.666667
18368,Single Family Attached Residential Economy,957.3333333
18368,Multi-Family Residential Economy,5571.666667
18369,Single Family Attached Residential Economy,957.3333333
18369,Multi-Family Residential Economy,5571.666667
18370,Single Family Attached Residential Economy,957.3333333
18370,Multi-Family Residential Economy,5571.666667
18371,Single Family Attached Residential Economy,957.3333333
18371,Multi-Family Residential Economy,5571.666667
18372,Single Family Attached Residential Economy,957.3333333
18372,Multi-Family Residential Economy,5571.666667
18373,Single Family Attached Residential Economy,957.3333333
18373,Multi-Family Residential Economy,5571.666667
18374,Single Family Attached Residential Economy,957.3333333
18374,Multi-Family Residential Economy,5571.666667
18388,Single Family Detached Residential Economy,1287
18388,Single Family Detached Residential Luxury,10503.5
18390,Single Family Detached Residential Economy,1287
18390,Single Family Detached Residential Luxury,10503.5
18409,Government Operations Space,0
18410,Government Operations Space,0
18411,Government Operations Space,0
18412,Government Operations Space,0
18436,Single Family Attached Residential Economy,2443.2
18436,Single Family Detached Residential Luxury,4888.4
18437,Single Family Attached Residential Economy,2443.2
18437,Single Family Detached Residential Luxury,4888.4
18438,Single Family Attached Residential Economy,2443.2
18438,Single Family Detached Residential Luxury,4888.4
17489,Single Family Attached Residential Economy,1228.333333
17489,Single Family Detached Residential Luxury,1471.777778
17504,Single Family Detached Residential Luxury,3332.333333
17504,Single Family Attached Residential Economy,5432
17504,Multi-Family Residential Economy,24973.66667
17506,Single Family Detached Residential Luxury,3332.333333
17506,Single Family Attached Residential Economy,5432
17506,Multi-Family Residential Economy,24973.66667
17509,Single Family Detached Residential Luxury,3332.333333
17509,Single Family Attached Residential Economy,5432
17509,Multi-Family Residential Economy,24973.66667
