TAZ,Commodity,Quantity
4229,Active Park Space,100000
20880,Spaced Rural Residential Economy,26336
756,Multi-Family Residential Economy,154261
9768,Retail Space,36757
789,Single Family Attached Residential Economy,1767
16407,Spaced Rural Residential Economy,22182
14593,Single Family Attached Residential Economy,5704
1440,Single Family Detached Residential Economy,31956
12351,Retail Space,2500
14101,Single Family Detached Residential Economy,251619
6713,Single Family Detached Residential Economy,180750
10834,Multi-Family Residential Economy,241180
19697,Multi-Family Residential Economy,3744
16665,Active Park Space,7150
17283,Single Family Attached Residential Economy,4615
4731,Office Space,20000
19712,Single Family Attached Residential Economy,50234
4130,Single Family Detached Residential Economy,125973
10357,Single Family Detached Residential Economy,4790
12318,Single Family Detached Residential Economy,1258
1589,Single Family Attached Residential Economy,5865
2862,Single Family Detached Residential Economy,2287
20180,Single Family Attached Residential Economy,3990
22739,Single Family Detached Residential Economy,94382
13432,Single Family Attached Residential Economy,35128
15246,Spaced Rural Residential Economy,13503
8959,Single Family Attached Residential Economy,2022
10741,Religious Space,19024
22763,Single Family Attached Residential Economy,2870
19842,Single Family Detached Residential Economy,55602
8755,Single Family Detached Residential Economy,37434
20474,Spaced Rural Residential Economy,48541
6100,Military Residential (Non GQ),322484
9419,Retail Space,18652
1853,Single Family Detached Residential Economy,832
20478,Multi-Family Residential Economy,56184
18282,Single Family Detached Residential Economy,739157
10094,Single Family Detached Residential Economy,135303
3192,Single Family Detached Residential Economy,45748
19887,Single Family Detached Residential Economy,112411
376,Multi-Family Residential Economy,93421
10794,Active Park Space,15804
10386,Single Family Attached Residential Economy,21736
7278,Multi-Family Residential Economy,28741
4092,Single Family Detached Residential Economy,38575
1677,Single Family Attached Residential Economy,2664
1126,Single Family Attached Residential Economy,12260
22953,Office Space,135541
22079,Spaced Rural Residential Economy,6038
9809,Single Family Detached Residential Economy,58439
17826,Retail Space,218942
21996,Spaced Rural Residential Economy,33816
15398,Single Family Attached Residential Economy,5372
12902,Single Family Detached Residential Economy,320729
13287,Spaced Rural Residential Economy,26105
7995,Multi-Family Residential Economy,10440
19639,Religious Space,4200
10882,Spaced Rural Residential Economy,15235
22962,Single Family Detached Residential Economy,55790
18088,Single Family Attached Residential Economy,70359
2983,Multi-Family Residential Economy,6828
11171,Multi-Family Residential Economy,7378
15592,Single Family Detached Residential Economy,79243
7404,Single Family Detached Residential Economy,43353
3578,Hotel Space,7252
2394,Single Family Attached Residential Economy,13822
1176,Multi-Family Residential Economy,3438
9296,Single Family Attached Residential Economy,27968
14170,Single Family Detached Residential Economy,78561
5514,Single Family Detached Residential Economy,128086
16362,Spaced Rural Residential Economy,28916
1907,Light Industrial Space,11994
17371,Single Family Attached Residential Economy,2195
2361,Multi-Family Residential Economy,17043
6065,Single Family Detached Residential Economy,8493
14253,Single Family Detached Residential Economy,118401
3066,Multi-Family Residential Economy,2320
8389,Active Park Space,24726
14315,Office Space,6795
8572,Single Family Detached Residential Economy,512082
10877,Single Family Detached Residential Economy,128885
9123,Single Family Detached Residential Economy,152383
17337,Multi-Family Residential Economy,24458
17311,Single Family Detached Residential Economy,7784
2221,Single Family Detached Residential Economy,1698
3999,Single Family Attached Residential Economy,12710
2330,Multi-Family Residential Economy,6224
9232,Multi-Family Residential Economy,154734
12216,Single Family Detached Residential Economy,186461
3183,Office Space,5785
3448,Single Family Attached Residential Economy,2064
2766,Post-Secondary Institution Space,197122
7316,Retail Space,25701
2494,Health Care Space,16458
331,Single Family Detached Residential Economy,3688
22874,Retail Space,3668
17933,Single Family Detached Residential Economy,136380
18425,Single Family Attached Residential Economy,48345
13054,Primary Schools,26493
4220,Multi-Family Residential Economy,82008
17228,Single Family Detached Residential Economy,35868
2138,Single Family Detached Residential Economy,2625
20657,Spaced Rural Residential Economy,21509
409,Single Family Attached Residential Economy,13970
7311,Single Family Attached Residential Economy,49142
13508,Single Family Attached Residential Economy,2095
14213,Single Family Attached Residential Economy,47068
14189,Single Family Detached Residential Economy,152851
3130,Multi-Family Residential Economy,295255
20623,Single Family Detached Residential Economy,151181
3598,Multi-Family Residential Economy,14091
683,Office Space,11357
13460,Single Family Detached Residential Economy,26136
15101,Light Industrial Space,149006
148,Single Family Attached Residential Economy,8290
14011,Single Family Detached Residential Economy,15371
13952,Single Family Attached Residential Economy,77346
17323,Single Family Detached Residential Economy,2370
67,Multi-Family Residential Economy,9184
509,Single Family Detached Residential Economy,12088
4094,Single Family Attached Residential Economy,1560
2180,Light Industrial Space,700
12370,Retail Space,6462
13083,Office Space,47721
9740,Single Family Attached Residential Economy,9491
9825,Multi-Family Residential Economy,21957
1611,Single Family Detached Residential Economy,30370
17957,Single Family Detached Residential Economy,76912
22886,Single Family Detached Residential Economy,18854
15550,Spaced Rural Residential Economy,149758
6072,Single Family Detached Residential Economy,1998
15467,Spaced Rural Residential Economy,117258
4629,Office Space,28000
17672,Single Family Detached Residential Economy,83276
1326,Single Family Detached Residential Economy,32612
307,Single Family Detached Residential Economy,26871
4078,Office Space,67665
12244,Religious Space,25402
9016,Single Family Detached Residential Economy,17710
3892,Single Family Attached Residential Economy,7596
1409,Single Family Detached Residential Economy,28840
8662,Active Park Space,72022
11476,Health Care Space,48685
22776,Primary Schools,41360
19628,Light Industrial Space,45581
141,Single Family Detached Residential Economy,3968
3809,Single Family Attached Residential Economy,33339
8850,Single Family Detached Residential Economy,42018
17038,Single Family Detached Residential Economy,86567
17613,Single Family Attached Residential Economy,133928
17589,Single Family Detached Residential Economy,85278
18949,Multi-Family Residential Economy,21840
224,Single Family Detached Residential Economy,36649
4712,Office Space,143669
8933,Single Family Detached Residential Economy,143653
17121,Single Family Detached Residential Economy,169448
9733,Single Family Detached Residential Economy,26537
13294,Single Family Detached Residential Economy,115000
13401,Single Family Attached Residential Economy,8304
10284,Single Family Detached Residential Economy,3357
13318,Single Family Attached Residential Economy,4922
13377,Single Family Detached Residential Economy,3262
1033,Primary Schools,52206
19211,Spaced Rural Residential Economy,31524
18306,Single Family Detached Residential Economy,354597
12109,Single Family Detached Residential Economy,29830
941,Single Family Detached Residential Economy,102563
14488,Multi-Family Residential Economy,4122
8928,Retail Space,7214
18413,Single Family Attached Residential Economy,2338
9650,Single Family Detached Residential Economy,75076
13235,Single Family Attached Residential Economy,10053
17838,Single Family Detached Residential Economy,17482
14571,Multi-Family Residential Economy,143881
4555,Single Family Detached Residential Economy,154568
3975,Single Family Attached Residential Economy,45534
5806,Single Family Detached Residential Economy,15858
10378,Multi-Family Residential Economy,10802
14545,Single Family Detached Residential Economy,20557
19553,Single Family Attached Residential Economy,3240
7836,Multi-Family Residential Economy,4122
1262,Single Family Detached Residential Economy,49886
2135,Single Family Attached Residential Economy,12602
243,Single Family Detached Residential Economy,962
14379,Single Family Detached Residential Economy,4883
10761,Single Family Attached Residential Economy,44995
5723,Single Family Detached Residential Economy,70474
2052,Single Family Attached Residential Economy,9082
2907,Multi-Family Residential Economy,104719
12729,Spaced Rural Residential Economy,83134
21984,Spaced Rural Residential Economy,3464
22042,Government Operations Space,1911
16255,Spaced Rural Residential Economy,1480
464,Multi-Family Residential Economy,3907
7328,Single Family Detached Residential Economy,96279
5766,Office Space,3719
8999,Light Industrial Space,29066
17157,Light Industrial Space,373885
7299,Single Family Attached Residential Economy,87801
2031,Single Family Detached Residential Economy,1116
10770,Single Family Detached Residential Economy,45675
14426,Retail Space,12497
7760,Single Family Detached Residential Economy,14169
3142,Multi-Family Residential Economy,256074
19011,Single Family Detached Residential Economy,19784
10604,Single Family Detached Residential Economy,1756
3776,Multi-Family Residential Economy,114116
15611,Retail Space,15307
9414,Retail Space,184629
17155,Spaced Rural Residential Economy,1092
10711,Single Family Attached Residential Economy,11631
16604,Spaced Rural Residential Economy,85191
9882,Retail Space,57673
10687,Single Family Detached Residential Economy,50343
9035,Health Care Space,43437
16521,Spaced Rural Residential Economy,11583
7677,Single Family Detached Residential Economy,768
10628,Single Family Attached Residential Economy,2240
10599,Retail Space,11890
20304,Mobile Home Residential,25536
8403,Primary Schools,66048
19728,Single Family Detached Residential Economy,17258
3382,Single Family Detached Residential Economy,31783
3859,Multi-Family Residential Economy,32758
9191,Government Operations Space,7500
20467,Spaced Rural Residential Economy,54565
3933,Single Family Detached Residential Economy,2733
6955,Retail Space,88407
4787,Light Industrial Space,428852
2739,Office Space,22147
19094,Single Family Detached Residential Economy,70961
19012,Health Care Space,112034
3299,Single Family Detached Residential Economy,50503
19645,Single Family Detached Residential Economy,7755
11124,Spaced Rural Residential Economy,139351
7589,Retail Space,1512
17389,Light Industrial Space,23000
934,Multi-Family Residential Economy,17260
7613,Single Family Detached Residential Economy,81230
383,Multi-Family Residential Economy,72644
6166,Government Operations Space,10000
1017,Multi-Family Residential Economy,93600
20816,Spaced Rural Residential Economy,2289
8752,Primary Schools,18197
20733,Spaced Rural Residential Economy,1760
15635,Single Family Detached Residential Economy,1935
9505,Single Family Attached Residential Economy,4116
10578,Office Space,8522
3500,Active Park Space,8461
15718,Single Family Detached Residential Economy,65268
388,Retail Space,16356
9422,Single Family Attached Residential Economy,9416
13451,Single Family Attached Residential Economy,36457
18080,Multi-Family Residential Economy,413566
17069,Single Family Detached Residential Economy,15616
11423,Single Family Detached Residential Economy,268876
8413,Single Family Detached Residential Economy,930047
554,Retail Space,9202
16438,Spaced Rural Residential Economy,3875
8964,Single Family Detached Residential Economy,106745
6883,Government Operations Space,20479
4685,Active Park Space,26270
7696,Single Family Detached Residential Economy,17993
18463,Single Family Attached Residential Economy,3126
15804,Spaced Rural Residential Economy,87300
6768,Office Space,8400
4025,Single Family Attached Residential Economy,99290
8330,Single Family Detached Residential Economy,109371
13702,Multi-Family Residential Economy,2486
8071,Single Family Attached Residential Economy,19837
3584,Single Family Detached Residential Economy,3958
7520,Single Family Attached Residential Economy,6758
13717,Single Family Attached Residential Economy,13147
19462,Single Family Detached Residential Economy,126631
11055,Single Family Detached Residential Economy,11753
8045,Single Family Detached Residential Economy,5862
14336,Multi-Family Residential Economy,3140
2399,Single Family Detached Residential Economy,11922
2950,Single Family Detached Residential Economy,24094
13156,Retail Space,44084
11138,Single Family Detached Residential Economy,783
8128,Single Family Detached Residential Economy,90245
11689,Single Family Detached Residential Economy,76571
12605,Retail Space,174620
1669,Government Operations Space,7500
4417,Retail Space,15817
4301,Single Family Detached Residential Economy,10635
8871,Single Family Attached Residential Economy,2192
17029,Single Family Attached Residential Economy,11309
20099,Spaced Rural Residential Economy,5059
20179,Single Family Detached Residential Economy,13613
3833,Single Family Detached Residential Economy,5614
20730,Single Family Detached Residential Economy,205505
4384,Single Family Detached Residential Economy,138469
668,Multi-Family Residential Economy,5043
11307,Spaced Rural Residential Economy,2062
117,Multi-Family Residential Economy,37072
8046,Religious Space,7500
13213,Primary Schools,60551
79,Single Family Attached Residential Economy,8671
11855,Single Family Detached Residential Economy,157533
3667,Single Family Detached Residential Economy,5357
122,Retail Space,19355
8154,Single Family Attached Residential Economy,5944
3750,Single Family Detached Residential Economy,15134
9490,Multi-Family Residential Economy,158695
1302,Multi-Family Residential Economy,5132
16870,Spaced Rural Residential Economy,2536
10673,Spaced Rural Residential Economy,6479
7603,Single Family Attached Residential Economy,10558
483,Multi-Family Residential Economy,6076
756,Retail Space,18169
8064,Single Family Detached Residential Economy,55632
18391,Light Industrial Space,264771
566,Multi-Family Residential Economy,4448
10001,Recreation Space,2904
5664,Depot Space,17454
17295,Single Family Attached Residential Economy,3156
20365,Spaced Rural Residential Economy,30052
19663,Religious Space,13469
22283,Single Family Detached Residential Economy,73838
11105,Spaced Rural Residential Economy,45020
9054,Single Family Attached Residential Economy,15227
2857,Single Family Attached Residential Economy,1340
7981,Single Family Detached Residential Economy,28553
839,Retail Space,10138
649,Multi-Family Residential Economy,25086
8807,Multi-Family Residential Economy,84999
5053,Active Park Space,43294
9332,Single Family Detached Residential Economy,51319
17520,Single Family Detached Residential Economy,17418
4806,Light Industrial Space,195686
21165,Spaced Rural Residential Economy,13785
8550,Primary Schools,202568
9415,Single Family Detached Residential Economy,1075
8147,Single Family Detached Residential Economy,31635
21082,Spaced Rural Residential Economy,8007
15353,Spaced Rural Residential Economy,91350
8698,Single Family Detached Residential Economy,368216
16886,Single Family Detached Residential Economy,21191
17437,Single Family Detached Residential Economy,89385
12283,Single Family Attached Residential Economy,431136
3961,Multi-Family Residential Economy,9256
72,Single Family Detached Residential Economy,11613
11791,Single Family Detached Residential Economy,86050
3574,Single Family Attached Residential Economy,30650
12617,Multi-Family Residential Economy,283426
6161,Religious Space,15101
15868,Spaced Rural Residential Economy,4654
3484,Single Family Detached Residential Economy,44675
19830,Single Family Detached Residential Economy,57016
4035,Single Family Detached Residential Economy,250399
15785,Spaced Rural Residential Economy,71099
5606,Light Industrial Space,96648
12774,Single Family Detached Residential Economy,107019
11506,Single Family Detached Residential Economy,47730
3318,Single Family Detached Residential Economy,48575
4678,Multi-Family Residential Economy,102946
21661,Single Family Detached Residential Economy,20453
13073,Multi-Family Residential Economy,114097
5519,Multi-Family Residential Economy,243533
14531,Retail Space,17031
5410,Single Family Detached Residential Economy,77542
8627,Single Family Detached Residential Economy,30141
22882,Single Family Attached Residential Economy,2276
1046,Multi-Family Residential Economy,140307
9449,Religious Space,2500
3503,Single Family Attached Residential Economy,27500
20377,Spaced Rural Residential Economy,3195
286,Single Family Attached Residential Economy,10909
11217,Mobile Home Residential,549486
2036,Retail Space,11104
14341,Multi-Family Residential Economy,205715
12520,Single Family Attached Residential Economy,4049
8047,Single Family Attached Residential Economy,41064
22793,Light Industrial Space,53766
2869,Single Family Attached Residential Economy,2808
16526,Spaced Rural Residential Economy,53542
10015,Spaced Rural Residential Economy,1983
17283,Single Family Detached Residential Economy,91462
11435,Single Family Detached Residential Economy,321309
3247,Single Family Detached Residential Economy,69659
10991,Single Family Attached Residential Economy,1513
9527,Single Family Detached Residential Economy,23233
12959,Spaced Rural Residential Economy,127918
6509,Retail Space,111536
3881,Single Family Detached Residential Economy,8705
84,Single Family Attached Residential Economy,7670
13180,Multi-Family Residential Economy,7646
22553,Retail Space,162280
9963,Multi-Family Residential Economy,101880
3769,Single Family Attached Residential Economy,13305
10357,Single Family Attached Residential Economy,5643
4524,Multi-Family Residential Economy,384216
13864,Single Family Detached Residential Economy,29168
5677,Light Industrial Space,99999
18548,Retail Space,18207
7143,Retail Space,340475
12021,Recreation Space,16642
13370,Retail Space,2313
20404,Religious Space,2500
7715,Single Family Attached Residential Economy,58132
17176,Single Family Detached Residential Economy,60858
8988,Single Family Detached Residential Economy,44006
11176,Spaced Rural Residential Economy,6458
4047,Single Family Detached Residential Economy,107576
13814,Multi-Family Residential Economy,299997
21372,Spaced Rural Residential Economy,1560
5158,Multi-Family Residential Economy,238056
17810,Single Family Detached Residential Economy,23443
1464,Single Family Detached Residential Economy,58779
7081,Single Family Attached Residential Economy,15058
10763,Multi-Family Residential Economy,159680
3864,Single Family Attached Residential Economy,9953
2575,Multi-Family Residential Economy,26329
16265,Spaced Rural Residential Economy,10790
7940,Single Family Attached Residential Economy,3063
2297,Retail Space,8513
18453,Multi-Family Residential Economy,23475
22663,Single Family Detached Residential Economy,74947
18741,Spaced Rural Residential Economy,14121
20702,Spaced Rural Residential Economy,2556
11221,Primary Schools,64258
14343,Multi-Family Residential Economy,44800
13332,Single Family Detached Residential Economy,104343
18510,Single Family Detached Residential Economy,162149
10322,Single Family Detached Residential Economy,50295
16549,Single Family Detached Residential Economy,76890
896,Single Family Detached Residential Economy,4826
2587,Office Space,560329
9054,Single Family Detached Residential Economy,4397
3505,Single Family Attached Residential Economy,11285
3497,Religious Space,8048
17309,Single Family Attached Residential Economy,2434
16069,Retail Space,1852
18344,Single Family Detached Residential Economy,11252
17777,Single Family Attached Residential Economy,73559
7970,Religious Space,12452
16324,Spaced Rural Residential Economy,23921
16962,Primary Schools,49963
13565,Single Family Attached Residential Economy,28156
7290,Single Family Detached Residential Economy,32127
10777,Retail Space,12025
22300,Spaced Rural Residential Economy,32627
11967,Secondary Schools,207520
14540,Multi-Family Residential Economy,2108
11072,Single Family Attached Residential Economy,1704
9111,Single Family Attached Residential Economy,1334
19797,Single Family Detached Residential Economy,34718
7068,Heavy Industry Space,134511
3546,Single Family Detached Residential Economy,21215
17427,Religious Space,5000
16207,Single Family Detached Residential Economy,230761
9980,Single Family Detached Residential Economy,48087
3078,Single Family Detached Residential Economy,6376
8242,Multi-Family Residential Economy,45054
2121,Retail Space,9967
14991,Active Park Space,5673
580,Single Family Attached Residential Economy,1407
16198,Spaced Rural Residential Economy,2498
21219,Single Family Detached Residential Economy,14592
5191,Multi-Family Residential Economy,243512
6129,Single Family Detached Residential Economy,132897
8090,Single Family Detached Residential Economy,11958
20281,Multi-Family Residential Economy,199085
18320,Multi-Family Residential Economy,29166
17712,Light Industrial Space,554356
21139,Spaced Rural Residential Economy,4388
6052,Post-Secondary Institution Space,137763
16813,Single Family Attached Residential Economy,153699
18636,Single Family Detached Residential Economy,112610
367,Secondary Schools,71174
4600,Single Family Detached Residential Economy,87565
1012,Single Family Attached Residential Economy,9475
179,Multi-Family Residential Economy,36146
2140,Multi-Family Residential Economy,3128
7081,Multi-Family Residential Economy,45854
17107,Single Family Detached Residential Economy,209921
21571,Spaced Rural Residential Economy,10902
7862,Retail Space,173469
2017,Single Family Detached Residential Economy,5694
21580,Single Family Detached Residential Economy,1628
17507,Mobile Home Residential,53450
4063,Single Family Attached Residential Economy,2510
17867,Single Family Attached Residential Economy,5981
13256,Single Family Detached Residential Economy,94430
2850,Retail Space,2626
19690,Single Family Detached Residential Economy,10283
7684,Office Space,1528
979,Multi-Family Residential Economy,10442
5400,Single Family Detached Residential Economy,49875
3439,Single Family Detached Residential Economy,958
18416,Health Care Space,7466
8346,Primary Schools,56259
14123,Single Family Attached Residential Economy,101229
6701,Retail Space,13344
10585,Light Industrial Space,300241
8451,Single Family Detached Residential Economy,818835
2869,Multi-Family Residential Economy,7830
976,Primary Schools,66715
17959,Multi-Family Residential Economy,146910
1549,Single Family Detached Residential Economy,21566
2902,Single Family Attached Residential Economy,2838
16559,Spaced Rural Residential Economy,1978
22278,Multi-Family Residential Economy,16497
1081,Single Family Detached Residential Economy,17700
12095,Single Family Detached Residential Economy,40424
565,Religious Space,5000
8926,Single Family Detached Residential Economy,139043
13728,Retail Space,118278
7501,Retail Space,3818
16991,Spaced Rural Residential Economy,1373
6497,Single Family Detached Residential Economy,42529
21932,Spaced Rural Residential Economy,1565
8743,Single Family Attached Residential Economy,4410
288,Single Family Detached Residential Economy,22512
5644,Light Industrial Space,122840
13263,Single Family Detached Residential Economy,39540
12672,Spaced Rural Residential Economy,57925
2489,Retail Space,2500
17736,Single Family Detached Residential Economy,258863
6385,Single Family Attached Residential Economy,180698
15618,Retail Space,10852
4607,Single Family Detached Residential Economy,122208
18228,Single Family Attached Residential Economy,4976
7973,Government Operations Space,122917
2356,Multi-Family Residential Economy,47780
10174,Primary Schools,42589
1428,Single Family Detached Residential Economy,25045
17774,Single Family Detached Residential Economy,236052
10549,Retail Space,111553
18325,Single Family Detached Residential Economy,29357
1979,Single Family Detached Residential Economy,21431
960,Single Family Detached Residential Economy,150830
1511,Single Family Detached Residential Economy,154732
9669,Single Family Detached Residential Economy,32837
17857,Single Family Detached Residential Economy,98564
2062,Single Family Detached Residential Economy,16092
18408,Single Family Detached Residential Economy,35292
3624,Multi-Family Residential Economy,16920
209,Hotel Space,5528
2465,Light Industrial Space,18200
10891,Primary Schools,3710
17691,Single Family Detached Residential Economy,368352
1345,Single Family Detached Residential Economy,98729
326,Single Family Detached Residential Economy,3408
5907,Religious Space,3182
17429,Government Operations Space,7221
22155,Spaced Rural Residential Economy,5747
18123,Single Family Detached Residential Economy,344306
1777,Single Family Detached Residential Economy,54580
9935,Single Family Detached Residential Economy,87719
3707,Multi-Family Residential Economy,4904
6411,Light Industrial Space,48106
14946,Active Park Space,17492
3078,Retail Space,7872
2759,Government Operations Space,161528
10018,Single Family Detached Residential Economy,81201
11891,Light Industrial Space,990031
592,Single Family Detached Residential Economy,133711
17489,Single Family Detached Residential Economy,43479
9301,Single Family Detached Residential Economy,85109
19590,Retail Space,32574
1694,Single Family Detached Residential Economy,66201
675,Single Family Detached Residential Economy,11479
5163,Office Space,24932
978,Religious Space,3356
9384,Single Family Detached Residential Economy,460
13136,Depot Space,333
13745,Single Family Detached Residential Economy,5029
22454,Single Family Detached Residential Economy,1303339
5089,Single Family Detached Residential Economy,110466
20224,Retail Space,26646
18760,Spaced Rural Residential Economy,19927
15690,Single Family Attached Residential Economy,20902
1335,Single Family Attached Residential Economy,45392
4446,Office Space,308391
11191,Health Care Space,2290
13111,Single Family Detached Residential Economy,1634
10101,Single Family Detached Residential Economy,6418
6494,Light Industrial Space,20000
5006,Single Family Detached Residential Economy,80444
1630,Single Family Detached Residential Economy,26854
21769,Hotel Space,9361
7882,Hotel Space,24012
1162,Single Family Detached Residential Economy,65717
16637,Light Industrial Space,5040
6917,Multi-Family Residential Economy,102900
694,Single Family Detached Residential Economy,5192
6642,Single Family Detached Residential Economy,12931
7551,Multi-Family Residential Economy,111891
10310,Single Family Attached Residential Economy,4634
9759,Single Family Attached Residential Economy,9062
1601,Single Family Attached Residential Economy,3936
10644,Multi-Family Residential Economy,43158
10283,Retail Space,10302
7741,Retail Space,7130
9724,Mobile Home Residential,14963
2812,Retail Space,10910
1988,Multi-Family Residential Economy,5882
18776,Single Family Detached Residential Economy,223169
10618,Single Family Detached Residential Economy,87183
2430,Single Family Detached Residential Economy,5211
22421,Spaced Rural Residential Economy,12760
7634,Multi-Family Residential Economy,46626
11169,Single Family Detached Residential Economy,121228
5797,Office Space,35963
10120,Single Family Detached Residential Economy,199483
7907,Retail Space,24999
22338,Spaced Rural Residential Economy,5231
10917,Retail Space,6200
4889,Light Industrial Space,30665
9047,Single Family Detached Residential Economy,17381
22316,Retail Space,2184
4972,Light Industrial Space,177311
12045,Primary Schools,47526
3401,Single Family Detached Residential Economy,57150
12081,Single Family Attached Residential Economy,180245
7919,Office Space,4012
13417,Multi-Family Residential Economy,280656
3952,Single Family Detached Residential Economy,51814
12140,Single Family Detached Residential Economy,9680
4752,Single Family Detached Residential Economy,47225
22775,Single Family Attached Residential Economy,2312
7318,Single Family Attached Residential Economy,120723
4835,Single Family Detached Residential Economy,81924
217,Multi-Family Residential Economy,9450
1949,Religious Space,5350
15115,Light Industrial Space,43458
9312,Retail Space,7733
300,Multi-Family Residential Economy,6468
4118,Single Family Detached Residential Economy,177518
12857,Single Family Detached Residential Economy,173701
9229,Retail Space,14782
20547,Single Family Detached Residential Economy,117948
851,Multi-Family Residential Economy,58795
19918,Single Family Detached Residential Economy,18540
18825,Government Operations Space,17500
3560,Single Family Detached Residential Economy,9423
11314,Spaced Rural Residential Economy,56532
19201,Single Family Detached Residential Economy,19424
1131,Retail Space,69540
21525,Active Park Space,5090
12299,Single Family Detached Residential Economy,284373
4111,Single Family Detached Residential Economy,34157
318,Religious Space,2500
5020,Multi-Family Residential Economy,169184
13676,Multi-Family Residential Economy,6839
18684,Spaced Rural Residential Economy,13586
758,Single Family Attached Residential Economy,10668
7303,Religious Space,10000
7660,Single Family Attached Residential Economy,6908
15015,Multi-Family Residential Economy,122524
14562,Single Family Attached Residential Economy,5186
8128,Single Family Attached Residential Economy,2083
14538,Single Family Detached Residential Economy,996
21628,Spaced Rural Residential Economy,38845
16668,Office Space,2250
7584,Secondary Schools,235969
13099,Retail Space,62508
12836,Spaced Rural Residential Economy,37451
13140,Single Family Attached Residential Economy,3516
13845,Single Family Attached Residential Economy,5138
7772,Single Family Detached Residential Economy,61433
9381,Multi-Family Residential Economy,131784
16077,Spaced Rural Residential Economy,16877
1421,Single Family Detached Residential Economy,105430
22428,Spaced Rural Residential Economy,104172
18633,Light Industrial Space,66587
7855,Single Family Detached Residential Economy,44405
953,Single Family Detached Residential Economy,91873
13182,Retail Space,66880
7150,Single Family Detached Residential Economy,1192
16812,Religious Space,13158
10101,Single Family Attached Residential Economy,2478
20084,Retail Space,1226
9550,Single Family Attached Residential Economy,7474
14621,Single Family Detached Residential Economy,22205
12254,Primary Schools,52825
7743,Single Family Attached Residential Economy,5922
1309,Single Family Attached Residential Economy,9274
8211,Single Family Attached Residential Economy,68436
12418,Light Industrial Space,60047
4965,Light Industrial Space,161903
19486,Single Family Detached Residential Economy,62957
14612,Single Family Attached Residential Economy,2982
12584,Single Family Detached Residential Economy,70645
11969,Primary Schools,139134
17599,Spaced Rural Residential Economy,2369
19569,Single Family Detached Residential Economy,125045
4702,Multi-Family Residential Economy,659402
4479,Single Family Detached Residential Economy,112997
18301,Single Family Detached Residential Economy,1838
17596,Single Family Detached Residential Economy,108125
11245,Single Family Detached Residential Economy,1426
17679,Single Family Detached Residential Economy,202266
9491,Single Family Detached Residential Economy,24148
2349,Retail Space,11149
14780,Multi-Family Residential Economy,102443
4322,Retail Space,8542
13384,Single Family Detached Residential Economy,37210
7856,Religious Space,440
2230,Single Family Attached Residential Economy,11323
13935,Single Family Detached Residential Economy,65477
9600,Single Family Attached Residential Economy,1936
407,Multi-Family Residential Economy,67165
891,Single Family Attached Residential Economy,17645
2926,Health Care Space,5664
3306,Single Family Detached Residential Economy,32410
490,Multi-Family Residential Economy,36316
14317,Retail Space,16564
8261,Single Family Attached Residential Economy,13555
14557,Single Family Detached Residential Economy,4731
21260,Spaced Rural Residential Economy,2611
9388,Retail Space,10000
3835,Single Family Attached Residential Economy,22634
6250,Single Family Detached Residential Economy,31570
2380,Multi-Family Residential Economy,30127
14989,Single Family Detached Residential Economy,228570
357,Retail Space,43534
14132,Single Family Detached Residential Economy,275308
15611,Multi-Family Residential Economy,9060
5039,Active Park Space,22482
12171,Single Family Detached Residential Economy,4515
7893,Single Family Detached Residential Economy,9879
1088,Single Family Attached Residential Economy,7774
12404,Office Space,267000
17183,Single Family Detached Residential Economy,32406
5310,Single Family Detached Residential Economy,61582
13498,Single Family Detached Residential Economy,8202
6898,Spaced Rural Residential Economy,784
22623,Single Family Attached Residential Economy,12682
22556,Single Family Detached Residential Economy,26777
19807,Spaced Rural Residential Economy,9657
7354,Retail Space,2595
16590,Spaced Rural Residential Economy,38053
2135,Light Industrial Space,9000
8959,Single Family Detached Residential Economy,94352
13831,Single Family Attached Residential Economy,15637
14589,Hotel Space,109833
15956,Spaced Rural Residential Economy,12649
10765,Multi-Family Residential Economy,85814
13764,Single Family Detached Residential Economy,14417
2577,Multi-Family Residential Economy,86357
1629,Primary Schools,41565
8793,Single Family Detached Residential Economy,183666
13197,Single Family Attached Residential Economy,5562
19902,Spaced Rural Residential Economy,16116
2743,Multi-Family Residential Economy,20866
16731,Government Operations Space,10000
22966,Light Industrial Space,80898
14778,Light Industrial Space,30000
1364,Single Family Detached Residential Economy,56623
827,Single Family Attached Residential Economy,27049
7441,Government Operations Space,10000
4581,Single Family Detached Residential Economy,259458
19572,Single Family Attached Residential Economy,3378
6594,Multi-Family Residential Economy,86112
19268,Spaced Rural Residential Economy,8876
12043,Office Space,45502
3855,Office Space,19800
3142,Retail Space,15249
18470,Single Family Attached Residential Economy,3001
17076,Single Family Detached Residential Economy,45287
13997,Single Family Attached Residential Economy,8469
3947,Single Family Detached Residential Economy,91117
13700,Single Family Detached Residential Economy,30226
680,Multi-Family Residential Economy,35296
5613,Light Industrial Space,166809
91,Retail Space,4655
18588,Light Industrial Space,345599
13232,Single Family Detached Residential Economy,8842
8261,Single Family Detached Residential Economy,143286
3137,Single Family Attached Residential Economy,3281
103,Single Family Detached Residential Economy,1252
5583,Single Family Detached Residential Economy,101989
9251,Single Family Attached Residential Economy,34106
20288,Retail Space,35991
9502,Multi-Family Residential Economy,12960
372,Office Space,16570
3329,Government Operations Space,17715
1898,Single Family Detached Residential Economy,129803
